rating,comment,sentiment,clean_comment
1,"suara nya sering mati hidup, slalu yang kiri dulu yang mati, lanjut yang kanan. terima kasih",negative,suara sering mati hidup yang kiri yang mati yang kanan terima kasih
5,pesanan telah diterima. makasih,positive,pesan terima terima kasih
5,pesanan oke bgt berfungsi dgn bagus packing rapi dan keamanan barang oke.sukses sllu......,positive,pesan oke fungsi bagus packing rapi aman barang oke sukses
5,"bagus, sesuai harga. lumayan untuk denger musik. terimakasih seller",positive,bagus sesuai harga lumayan dengar musik terima kasih jual
5,barang bagus sesuai pesanan terimakasih,positive,barang bagus sesuai pesan terima kasih
4,"pengiriman cepat, packing sangat baik, kualitas twsnya biasa aja kualitas eartips siliconenya kurang bagus dan fittingnya gada yg cocok di kuping saya dampaknya kualitas...",positive,kirim cepat packing baik kualitas twsnya aja kualitas eartips siliconenya bagus fittingnya ada cocok telinga dampak kualitas
5,keren good pengiriman cepat,positive,keren bagus kirim cepat
5,"terimakasih buat semuanya, barang sudah sampai wlw jauh akhirnya datang",positive,terima kasih semua barang sampai wlw akhir
1,"barang belum sampai sampai sekarang,di tanya ke delivery nya salah kirim",negative,barang sampai sekarang tanya antar salah kirim
5,respon cepat,positive,respon cepat
5,terima kasih kak .,positive,terima kasih kak
5,barang bagus qualitas suaranya baguus,positive,barang bagus kualitas suara baguus
5,keren,positive,keren
5,"gpp dapet varian 5.2, bass lumayan sesuai harga",positive,apa varian bass lumayan sesuai harga
5,suaranya mantab...barang sesuai gambar...pengiriman lumayan cepat...packing biasa...baterainya semoga awet dan gak gampang drop...,positive,suara mantap barang sesuai gambar kirim lumayan cepat packing baterai moga awet tidak gampang drop
5,"bagus sihh ,, tapi kabel.y sudah putus ,,😁👌",positive,bagus sihh kabel sudah putus
4,"panduan gak ada yg versi indo, tp yg fungsi n kegunaan.a sudah bagus...",positive,pandu ada versi indonesia yang fungsi guna bagus
5,barang oke normal tengkiu,positive,barang oke normal tengkiu
5,sudah sampai..,positive,sampai
5,"bagus, pengiriman cepat. worth it untuk harga segini♥️. nyaman pas dipake🥰",positive,bagus kirim cepat harga untuk harga gin nyaman pas dipake
5,mantul,positive,mantap
5,ya bagus 👍,positive,bagus
5,barang original sesuai dengan harga,positive,barang original sesuai harga
5,mantep suaranya,positive,mantap suara
5,mantap produknya,positive,mantap produk
5,"sesuai dg barang y, pengiriman cepat",positive,sesuai barang kirim cepat
5,barang cepat sampai,positive,barang cepat
5,untuk harga segini lumayan lah,positive,harga gin lumayan
5,"keren abis,, suara mantap..",positive,keren abis suara mantap
5,bagus mantap cepat,positive,bagus mantap cepat
5,barang berfungsi dengan baik. pengiriman juga cepet. thanks 👌🏻,positive,barang fungsi baik kirim cepat terima kasih
5,mantap real pict,positive,mantap real gambar
5,"suara mantap,,bass mantap ,,cocok di harga yang cukup murah, worth it pokonya",positive,suara mantap bass mantap cocok harga cukup murah harga poko
1,sebelah kiri cpt hbs daya di bandingkan kanan,negative,belah kiri cepat habis daya banding kanan
5,mantap...cuma di sisi t4 input dan output kurang bagus,positive,mantap di sisi input keluar bagus
5,mantap ....... produk sesuai deskripsi berfungsi dengan baik fast respon fast delivery recomended seller,positive,mantap produk sesuai deskripsi fungsi baik cepat respon cepat antar recomended jual
5,mantaff & berkwalitas,positive,mantaff berkwalitas
5,barang bagus,positive,barang bagus
5,alhamdulillah barang sudah sampai dan berfungsi dengan baik. terima kasih buat penjual dan pak kurir.,positive,alhamdulillah barang sampai fungsi baik terima kasih jual pak kurir
5,👍👍👍,positive,
5,barang bagus,positive,barang bagus
5,"sesuai hrg,",positive,sesuai harga
5,toko terbaik😁👍🏻,positive,toko baik
4,lumayan lah sesuai dengan harga terima kasih seller,positive,lumayan sesuai harga terima kasih jual
5,mantul bang awet barangnya alhamdulillah,positive,mantap bang awet barang alhamdulillah
5,good pisan,positive,bagus banget
5,"kualitas mantap, sesuai harga. semoga awet lama.",positive,kualitas mantap sesuai harga moga awet
5,"barang bagus, berfungsi dengan baik, packing aman dan rapi.",positive,barang bagus fungsi baik packing aman rapi
5,berfungsi dengan baik,positive,fungsi baik
5,"mantap, barnag berfungsi dengan baik👍 semoga awet",positive,mantap barnag fungsi baik moga awet
5,"mantap, packing bagus",positive,mantap packing bagus
5,mantaap...sesuai pesanan recomended seller,positive,mantap sesuai pesan recomended jual
5,"suaranya bagus, barangnya bagus. 10/10",positive,suara bagus barang bagus
5,mantap smoga awet,positive,mantap moga awet
5,"capat sampai, barang mantap sesuai dng harga",positive,capat barang mantap sesuai harga
5,"oke mantapsss sesuai dengan harga, tidak berharap banyak hehe",positive,oke mantapsss sesuai harga harap hehe
5,good quality dan kerennn,positive,bagus quality kerennn
5,"mantab tws nya. stereonya fungsi. tapi bicara kualitas audio, ya ada harganya",positive,mantap tws stereo fungsi bicara kualitas audio ada harga
5,barang bagus sesuai diakripsi....trims,positive,barang bagus sesuai diakripsi terima kasih
5,barang sesuai pesanan.suaranya mantaf.trebelnya mantaf.bassnya lumayan. dan terakhir batrainya awet.kurir cepat. ini baru is the besss.,positive,barang sesuai pesan suara mantaf trebelnya mantaf bassnya lumayan akhir baterai awet kurir cepat baru is the besss
5,"kualitas ok, sesuai deskripsi, pengiriman cepat,",positive,kualitas sesuai deskripsi kirim cepat
5,"ada harga ada kualitas, kalau ekspektasimu terlalu tinggi mending beli yang branded sekalian. btw, barang yang gw terima sebelah kiri mati awalnya tapi mau nyambung tiba...",positive,harga kualitas ekspektasimu tinggi mending beli branded btw barang saya terima belah kiri mati tapi nyambung
3,kualitas sesuai harga.,neutral,kualitas sesuai harga
1,mati sebelah... di chat gagg di respon,negative,mati belah chat gagg respon
5,barangnya bagus dan dibungkus dengan rapi sehingga diterima oleh kustomer baik dan tidak cacat,positive,barang bagus bungkus rapi terima kustomer dan cacat
5,sip,positive,sip
5,mantap brangnya,positive,mantap barang
5,"ya namanya kere hore, lumayan ok, cuma sering tiba-tiba ga koneksi, ntar konek lagi, kadang mati separoh, kadang delay",positive,nama kere hore lumayan cuma tiba tidak koneksi ntar hubung kadang mati separoh kadang delay
5,bagus.,positive,bagus
5,alhamdulillah barang tiba lebih awal dari pada yang diperkirakan. barang cukup bagus,positive,alhamdulillah barang lebih dari yang barang bagus
5,barangnya dah yampe sesuwe pesanan.tokoya amanah kurirya yaramah,positive,barang dah yampe sesuwe pesan tokoya amanah kurirya yaramah
5,mantab... kwalitas suara bagus bgt untuk harga segitu.. pengiriman sangat cepat 1x24 jam.. order sabtu sampe rumah minggu..,positive,mantap kualitas suara bagus untuk harga segitu kirim cepat jam order sabtu rumah minggu
5,pengiriman nya cepat dan packing nya rapih,positive,kirim cepat packing rapih
5,"suara bagus, hanya saja pengiriman harusnya lebih cepat tp ternyata terlambat padahal udh pilih yg paling cpet",positive,suara bagus saja kirim lebih cepat nyata lambat sudah pilih paling cepat
5,"pelayanan oke, transaksi langsung diproses dan dikirim dihari yg sama jadi cepat sampai. produk sesuai deskripsi, belum dicoba.",positive,layan oke transaksi langsung proses kirim hari sama cepat produk sesuai deskripsi coba
5,"mantep cuy, paket sampai dengan selamat (ya walaupun dus nya penyok) dan alhamdulillah gk ada kerusakan apapun",positive,mantap cuy paket dengan selamat walaupun dus penyok alhamdulillah gak rusa apa
5,"barangnya bagus, pengiriman cepat, pokoknya puas",positive,barang bagus kirim cepat pokok puas
5,sesuai deskripsi..berfungsi dgn baik..proses pengiriman cepat..trima ksih seller n tokped🙏,positive,sesuai deskripsi fungsi baik proses kirim cepat terima kasih jual tokopedia
5,bagus,positive,bagus
5,"mantap barangnya...murah meriah barang jossss,tidak mengecewakan",positive,mantap barang murah riah barang jossss kecewa
5,"alhamdulillah, bisa digunakan. bismillah semoga awettt.. terima kasih selleerr..",positive,alhamdulillah guna bismillah moga awettt terima kasih selleerr
5,"seller fast respon,kualitas prod bgs,pengiriman cpt,barang smp dgn aman,maaf tdk foto krn sy blm smp rumah.tq seller,kurir&toped.",positive,jual cepat respon kualitas prod bagus kirim cepat barang dengan aman maaf foto saya sampai rumah terima kasih jual kurir tokopedia
5,masokkk,positive,masokkk
5,mantap. fungsi lancar jaya.,positive,mantap fungsi lancar jaya
5,barang pesanan wis dateng dan dpt berfungsi dgn baik. trims,positive,barang pesan wis dan fungsi baik terima kasih
5,mantap,positive,mantap
5,berfungsi dengan baik dan normal.. suara kategori lumayan.. semoga awet..,positive,fungsi baik normal suara kategori lumayan moga awet
5,"berfungsi dg baik, istri pun senang....",positive,fungsi baik istri senang
5,berfungsi dengan baik dan worth it,positive,fungsi baik harga
5,mantap,positive,mantap
5,"produk original, rekomended seller 👍🏻👍🏻🙂",positive,produk original rekomended jual
3,yg 1 nyaa mati..,neutral,mati
5,"orderan sdh diterima dengan baik, sesuai deskripsi, berfungsi dengan baik, trmksh...",positive,order terima baik sesuai deskripsi fungsi baik trmksh
5,"puas banget, suaranya bagus dan jernih. mau beli lagi",positive,puas suara bagus jernih beli
5,"alhamdulillah barang nya bagus, dan datangnya cepet.",positive,alhamdulillah barang bagus datang cepat
5,puas sampe heliin buat sodara,positive,puas heliin sodara
5,barang bagus pengiriman cepat rekomended deh,positive,barang bagus kirim cepat rekomended deh
5,"mantap, barang bagus, suara jernih, harga murah kwalitas gak murahan",positive,mantap barang bagus suara jernih harga murah kualitas murah
3,"headset yg sebelah kiri nyala mati, padahal sdh dicharge tp masih tetep tdk lancar",neutral,headset belah kiri nyala mati sudah dicharge masih tetep lancar
5,respon cepat. mantapp,positive,respon cepat mantap
5,semoga awet,positive,moga awet
5,puas banget barang bagus murah lagi ..egk nyesal untuk belinya,positive,puas barang bagus murah egk nyesal beli
2,hedset sebelahnya gak nyambung/terkoneksi,negative,headset belah nyambung koneksi
5,respon seller bagus. pm masalah produk langsung ditanggapi. pengemasan bagus. semoga awet dipake produknya,positive,respon jual bagus pm produk langsung tanggap emas bagus moga awet dipake produk
5,barangnya oke tapi pihak pengirim yg bilangnya si cepot itu lama banget,positive,barang oke pihak kirim bilang si cepot lama
5,mantap banget suaranya,positive,mantap suara
4,"mantap, barang berfungsi dengan baik. good",positive,mantap barang fungsi baik bagus
5,best,positive,best
5,mantapppp,positive,mantap
5,memuaskan,positive,muas
5,"sejauh ini mantabbb,,, seller ok, barang ok",positive,ini mantabbb jual barang
4,kualitas sesuai dengan harga,positive,kualitas sesuai harga
5,barang original,positive,barang original
5,barang sesuai pesanan dan berfungsi baik.. seller cepat dam responsif,positive,barang sesuai pesan fungsi jual cepat dam responsif
5,"untuk barang dibawah 100k, ini cukup bagus",positive,barang bawah cukup bagus
4,bgus aja ... blm tau umur y brapa lama,positive,bagus aja tau umur brapa
5,harga sesuai kwalitas. 👍👍,positive,harga sesuai kualitas
5,mantapp,positive,mantap
5,barang bagus meskipun kotaknya penyok,positive,barang bagus kotak penyok
1,saat sedang telpon suara nya tidak terlalu terdengar walaupun volume sudah full,negative,sedang telpon suara tidak dengar volume full
5,lumayan,positive,lumayan
4,"barang diterima dalam kondisi baik. untuk sinyal blootothnya gak bisa jauh"", bahkan ketika hp dimasukkan ke saku celana, konektivitas terganggu, sering sendat"", y...",positive,barang terima kondisi untuk sinyal blootothnya bisa bahkan ponsel masuk saku celana konektivitas ganggu sendat
5,bgs,positive,bagus
5,berfungsi dengan baik. barang yg diperoleh jauh melebihi harga di bayar,positive,fungsi baik barang oleh lebih harga bayar
5,kualitas barangnya bagus 👍,positive,kualitas barang bagus
4,agak kecewa dikit soalny penutup nya kek dah rusak,positive,kecewa dikit soalny tutup kek dah rusak
5,barang bagus,positive,barang bagus
4,terimakasih barang nya sudah sampai sesuai pesanan semoga awet,positive,terima kasih barang sudah sesuai pesan moga awet
5,mayanlah sesuai dengan harga .,positive,lumayan sesuai harga
4,"batrenya awet, kualitas suaranya sendiri worth it kok untuk ukuran harganya walaupun kayaknya untuk pecinta bass serasa kurang, tapi untuk saya yg suka musik yg dominan d...",positive,batrenya awet kualitas suara harga kok ukur harga kayak cinta bass serasa tapi saya suka musik dominan
1,dok casan nya dah ga bisa cas cepat mati,negative,dok charger dah bisa cas cepat mati
3,headset sebelah kiri suaranya kecil,neutral,headset belah kiri suara
3,"overall bagus pengiriman sesuai, tapi untuk yang sebelah kanan ketika di connectkan ada sedikit bunyi nging nging yng cukup menggangu, sukses selalu",neutral,bagus kirim sesuai untuk belah kanan di connectkan sedikit bunyi nging nging yng menggangu sukses
1,diaplikasi sudah selesai tapi saya belum menerima barang nya entah masih dikurir atau tidak dikirim dr penjualnya terima kasih,negative,aplikasi selesai saya terima barang entah kurir tidak kirim jual terima kasih
4,tingggal dicoba,positive,tingggal coba
5,mantul,positive,mantap
5,sesuai dan berfungsi dengan baik,positive,sesuai fungsi baik
5,barang nya bagus suara nya merdu,positive,barang bagus suara merdu
5,alhamdulillah sudah datang dengan kondisi normal,positive,alhamdulillah datang kondisi normal
5,"semua barang bagus,",positive,barang bagus
5,"barang sudah sampai dengan selamat packing rapih, penjual ramah dan fast respon, pengiriman cepat",positive,barang sampai selamat packing rapih jual ramah cepat respon kirim cepat
4,barang bagus murah semoga awet,positive,barang bagus murah moga awet
5,"barang diterima dengan baik, tidak ada cacat dan sesuai harapan..tq",positive,barang terima baik ada cacat sesuai harap terima kasih
5,mantap,positive,mantap
4,"semoga awet, untuk segi kualitas sesuai dengan harga ya cukup bagus",positive,moga awet segi kualitas sesuai harga cukup bagus
5,recommended seller!,positive,jual
5,barang bagus no minus,positive,barang bagus minus
5,barang bagus👍,positive,barang bagus
5,okelah. bruntung dapet yg sesuai 😁 . biasae klo beli barang onlen . rada rada gagal,positive,oke bruntung yang sesuai biasae kalo beli barang onlen rada rada gagal
5,terimakasih. berfungsi 2 2 nya. pengiriman cepat..,positive,terima kasih fungsi kirim cepat
5,biar bintang dan gambar yg berbicara. yang pastinya... is the best.,positive,biar bintang gambar bicara pasti is the best
5,"suara ok, nyaman dipakai, kualitas mantappppp",positive,suara nyaman pakai kualitas mantap
5,dengan harga terjangkau kwalitas oke,positive,harga jangkau kualitas oke
5,barangnya bagus cuman suaranya kurang ngebass aja,positive,barang bagus cuman suara ngebass aja
5,barang oke berfungsi dengan baik,positive,barang oke fungsi baik
5,"pengiriman cepat, barang sesuai foto ,kualitas bagus banget",positive,kirim cepat barang sesuai foto kualitas bagus
5,siiipp..barang berfungsi dengan baik...,positive,siiipp barang fungsi baik
5,mantap,positive,mantap
5,keren sik walau batrei cepet habis,positive,keren sik batrei cepat habis
5,barang nya bagus,positive,barang bagus
5,"barang sudah di terima, dan berfungsi dgn 👍",positive,barang di terima fungsi
5,good produk,positive,bagus produk
5,"barang bagus, suara jernih, pengiriman cepat,.. rekomendasi utk penjual nya..",positive,barang bagus suara jernih kirim cepat rekomendasi utk jual
5,beli kedua kalinya... puas dengan barangnya.. semoga awet,positive,beli kali puas barang moga awet
5,sesuai harga berfungsi dengan baik,positive,sesuai harga fungsi baik
5,"harga terjangkau, suara oke, tidak ada yang cacat berfungsi normal semuanya. thank you seller",positive,harga jangkau suara oke ada cacat fungsi normal terima kasih jual
5,siiiip,positive,siiiip
5,bagus barangnya... terimakasih,positive,bagus barang terima kasih
5,barang lumayan bagus sesuai gambar,positive,barang lumayan bagus sesuai gambar
5,so far goodlah diharga segitu,positive,so goodlah harga segitu
5,oke laah sesuai bass nya sopan,positive,oke laah sesuai bass sopan
5,ok trims.,positive,terima kasih
5,ok. banget,positive,sangat
5,mantap,positive,mantap
5,ok lah,positive,
5,bagus,positive,bagus
5,barang bagus dan suara cukup lumayan,positive,barang bagus suara lumayan
5,puas,positive,puas
5,"suara lumayan ngebas ,pokoknya mantap . desain simple",positive,suara lumayan ngebass pokok mantap desain simple
5,"beli tws ini terinspirasi dari sobathape, bagus sih barangnya",positive,beli tws inspirasi sobathape bagus sih barang
1,"earphone kanan tidak berfungsi, respon complain mengecewakan",negative,kanan fungsi respon komplain kecewa
5,oke,positive,oke
5,"barang cukup bagus,kualitas suara sesuai harga sudah dua bulan pemakaian tidak ada kendala...",positive,barang bagus kualitas suara sesuai harga dua pakai ada kendala
5,barangnya original 👍,positive,barang original
5,mantap,positive,mantap
5,barang ok barangnya original 👍 suaranya jernih desainnya modern 😍 material premium,positive,barang barang original suara jernih desain modern material premium
5,sampe sekarang masih saya pakai dan mntap,positive,sekarang saya pakai mntap
5,value for money,positive,value uang
1,earphone yg left tidak bisa terhubung ke android/hp nya.,negative,left bisa hubung android ponsel
5,mantapp langsung dicoba suaranya ok,positive,mantap langsung coba suara
5,pengemasan cepat pengiriman cepat packing rapi,positive,emas cepat kirim cepat packing rapi
5,mantap,positive,mantap
5,kasih 5 bintang ..oke lah anak seneng,positive,kasih bintang oke anak senang
2,mudah rusak earbudsnya satu cepet abis satu lagi ga bisa di charge,negative,mudah rusak earbudsnya cepat abis lagi bisa charge
4,"pengiriman cepat, barang berfungsi dg baik",positive,kirim cepat barang fungsi baik
5,"twsnya bagus, kekurangan sama kaya review yang lain suara sering ilang di awal penggunaan untuk 1-3 detik tapi setelah itu normal. kualitas suara sangat bagus untuk di ha...",positive,twsnya bagus kurang kaya review lain suara hilang awal guna detik telah normal kualitas suara bagus di ha
5,respon baik pengiriman cepat.. utk brg ga bisa komen krn hilang sebelum dicoba☺,positive,respon kirim cepat utk barang bisa komen hilang coba
3,suaranya kresek2 dan jauh,neutral,suara kresek jauh
3,"yg dateng beda dari yg dipesen, headset sebelah kanan bunyi kresek² mulu",neutral,datang beda yang sen headset belah kanan bunyi kresek mulu
5,"pengiriman dan packaging baik, berfungsi dengan baik tahan jatuh. keren led nya, kualitas suara bagus, dan baterainya super awet",positive,kirim emas fungsi baik tahan jatuh keren led kualitas suara bagus baterai super awet
5,"pertama di pake agak kagok blm terbiasa,suara oke,basnya oke,desain oke...okelah semua,siiiipp 👍",positive,di pake kagok biasa suara oke bas oke desain oke oke siiiipp
5,barang sdh diterima dg baik,positive,barang terima baik
5,suara bass nya mantul banget... luv it.. moga2 awet,positive,suara bass mantap sangat luv moga awet
2,tidak sesuai dengan yang sy pesan,negative,sesuai yang pesan
2,gimana sihh..pesannya f9-5 dikirim f9-5.1 kecewa bangett,negative,sihh pesan kirim kecewa banget
5,suaranya jernih desainnya modern 😍 harganya terjangkau,positive,suara jernih desain modern harga jangkau
5,harganya terjangkau,positive,harga jangkau
5,"packing aman, barang oke, berfungsi semua, suara sekedar keras, bass nya kurang ""nendang"" barangnya original 👍 harganya terjangkau koneksi android lancar",positive,packing aman barang oke fungsi suara dar keras bass kurang nendang barang original harga jangkau koneksi android lancar
5,"barang oke, produk sesuai deskripsi, pengiriman lumayan cepat, admin cukup fastrespon",positive,barang oke produk sesuai deskripsi kirim lumayan cepat admin respon cepat
5,sesuai pesanan moga kuat dan awet terimakasih :-),positive,sesuai pesan moga kuat awet terima kasih
5,"omg,pecco bagnaian crash in motegi",positive,omg pecco bagnaian crash motegi
4,barangnya original 👍,positive,barang original
5,sip,positive,sip
5,so far so good semoga awet pengiriman lumayan cepet. lumayan dapet diskon.,positive,so so bagus moga awet kirim lumayan cepat lumayan diskon
1,barang yang dikirim tidak sesuai dengan yg di pesan. dan suaranya pelan sebelah. saat di koplen ke toko tidak bisa. dengan alasan tidak ada video unboxing,negative,barang kirim sesuai yang pesan suara lambat belah di koplen toko bisa alas ada video unboxing
5,ma tap,positive,ma tap
5,"sesuai harga. cuma kadang suka hilang sebentar suaranya, selebihnya oke",positive,sesuai harga kadang suka hilang sebentar suara lebih oke
1,"di detail pesanan saya pesen f9-5 bukan f9-5.1 di catatan juga saya tulis , yang dikirim tetep aja f9-5.1 kalo barangnya ga ada hapus aja lah , jangan dikirim yang lain .",negative,detail pesan pesan catat saya tulis kirim tetep aja f kalo barang ada hapus aja kirim lain
5,harganya terjangkau value for money penjualnya ramah banget proses pesanan cepat,positive,harga jangkau value uang jual ramah proses pesan cepat
1,yang dateng beda tipe,negative,datang beda tipe
5,"mantap dengan harga segini...bisa muncul indikator pengisian, bisa tap tap berbagai fungsi, dan bisa jadi powerbank sih mantap banget...tentunya ada kekurangan yaitu jara...",positive,mantap harga gin muncul indikator isi tap tap fungsi bisa powerbank sih mantap tentu kurang jara
5,barangnya original 👍 koneksi android lancar suaranya bersih proses pesanan cepat,positive,barang original koneksi android lancar suara bersih proses pesan cepat
1,pembelian ke 2 asli kecewa beda dgn tipe dan deskripsi nya,negative,beli asli kecewa beda tipe deskripsi
5,yaa lumayan la walaupun yg dateng malah f9-5.1 tapi oke la,positive,lumayan yang malah oke
4,saya pesan yg versi f9-5 yg datang versi f9-5.1 belum dicoba baru dicas dulu.,positive,pesan versi datang versi coba cas
5,puas bangett!!,positive,puas banget
1,"tidak sesuai pesanan, dipesankan f9-5,,,, yg datang f9",negative,sesuai pesan pesan datang
5,siap,positive,
5,barang super keren bingit... pokok nya keren abis... semoga awet... thanks...,positive,barang super keren bingit pokok keren abis moga awet terima kasih
4,barang lumayan bagus untuk harga segini,positive,barang lumayan bagus harga gin
4,barang bagus walaupun salah pengiriman,positive,barang bagus salah kirim
5,"brg sdh smp dan sesuai pesanan,mksh",positive,barang sampai sesuai pesan terima kasih
5,bagus,positive,bagus
5,minus: kadang suka disconnect sendiri maklum harga segini selebihnya oke banget kualitas suara juga bagus,positive,minus kadang suka putus maklum harga gin lebih oke kualitas suara bagus
5,barangnya original 👍,positive,barang original
5,lumayan bagus untuk harga segini,positive,lumayan bagus harga gin
5,terimakasih banyak untuk best seller dan cepat datang.,positive,terima kasih untuk best jual cepat
5,pembelian kedua kali dari seller ini dengan respon yang cepat produk berfungsi dengan baik pengiriman sesuai dengan estimasi semoga seller semakin sukses,positive,beli kali jual respon cepat produk fungsi baik kirim sesuai dengan estimasi moga jual sukses
1,barang yang dibeli kemasan kondisi penyok segingga kemasan rusak belum di coba kualitasnya,negative,barang beli kemas kondisi penyok segingga kemas rusak di coba kualitas
5,barangnya original 👍 suaranya jernih suaranya bersih,positive,barang original suara jernih suara bersih
5,batrenya awet...mantap,positive,batrenya awet mantap
4,"suara bagus, tetapi sinyalnya suka ilang""an",positive,suara bagus sinyal suka hilang an
5,barang bagus,positive,barang bagus
5,harganya terjangkau kualitas sesuai harga lumayan lah harga standar kualitas pun standar,positive,harga jangkau kualitas sesuai harga lumayan harga standar kualitas standar
3,"pesen yg f9-5 tapi yg nyampe f9-5i 🤔 tapi ga ap² deh, ikhlas aj biar awet",neutral,pesan yang i tidak ap deh ikhlas aja biar awet
5,"baguss, murah, berfungsi dg baik, pb nya kurang cock untuk charger hp karna karna cpt panas dan cpt abis tp kalo buat airpods nya cocok.",positive,bagus murah fungsi baik power bank kurang cock charger ponsel karna karna cepat panas cepat abis kalo airpods cocok
5,"sesuai deskripsi, fungsi normal semua. semoga awet...",positive,sesuai deskripsi fungsi normal moga awet
5,"respon seller cepat, barang ok sesuai deskripsi. mantap good seller",positive,respon jual cepat barang sesuai deskripsi mantap bagus jual
5,mantap....,positive,mantap
3,"begitu diterima saya lihat fine2 aja makanya saya klik sudah, tapi ternyata indikatornya gak nyala, jadi ya agak bingung soal baterai dan kapan harus dicharge. kualitas s...",neutral,terima lihat aja saya klik tapi indikator nyala ya bingung baterai kapan dicharge kualitas
5,barang nya bagus bass nya kerasa banget,positive,barang bagus bass rasa
5,keren ini murah meriah dan asli suara bagus,positive,keren murah riah asli suara bagus
5,barangnya original 👍 suaranya jernih desainnya modern 😍 koneksi bluetooth kuat harganya terjangkau bass-nya mantap penjualnya ramah banget,positive,barang original suara jernih desain modern koneksi bluetooth kuat harga jangkau bass mantap jual ramah
5,"sampai saat ini masih berfungsi baik, dengan harga segitu sangaattt memuaskan...belum pernah uji ketahanan batre tp buat meeting online harian sudah sangat cukup.... semo...",positive,saat masih fungsi dengan harga segitu sangaattt muas pernah uji tahan baterai buat meeting online hari sangat semo
5,"barang bagus harga terjangkau, cuma agak lama aja proses pengirimannya",positive,barang bagus harga jangkau agak aja proses kirim
5,joss good 👍👍👍,positive,mantap bagus
4,"barang lumayan,,,sesuai harga,,,pengiriman lama,,,",positive,barang lumayan sesuai harga kirim
5,barang berfungsi dengan baik..,positive,barang fungsi baik
1,"jangan beli dari toko ini. earphone rusak, chat lama/bertele2 sehingga lewat batas waktu complain. tidak bisa tukar barang yg sempurna. diminta kembalikan barang utk refu...",negative,beli toko rusak chat tele lewat batas komplain bisa tukar barang sempurna kembali barang utk refu
5,"mantul, barang original. sudah dicoba suara jernih. pengiriman dan respon seller juga cepat. makasih tokped dan seller.",positive,mantap barang original coba suara jernih kirim respon jual cepat terima kasih tokopedia jual
5,"pengiriman cepat,barang sesuai barangnya original 👍 suaranya jernih",positive,kirim cepat barang sesuai barang original suara jernih
4,barang nyampe aman cuma pengiriman lumayan lama,positive,barang aman kirim lumayan
5,mantul,positive,mantap
5,barangnya original 👍 nyaman dipakai lama suaranya jernih desainnya modern 😍 koneksi bluetooth kuat baterai tahan lama,positive,barang original nyaman pakai suara jernih desain modern koneksi bluetooth kuat baterai tahan
3,"kurang puas, tadi saya langsung pakai batre 50% dipakai 2 menitan berkurang 40% kok cepet banget ya",neutral,puas saya langsung pakai baterai pakai menit kurang cepat ya
5,"respon seller cepat dan baik, barang bagus, packing bagus, pengiriman cepat... recommended",positive,respon jual cepat baik barang bagus packing bagus kirim cepat
5,"sudah di coba , ok lah lumayan .semoga awet",positive,di coba lumayan moga awet
5,puas😁👍🏻,positive,puas
4,sudah di terima dengan baik semua normal bisa di gunakan,positive,di terima baik normal di
3,"warna udah bener, tapi yg kanan kebuka begini. quality control-nya gws dah barang rusak di acc.",neutral,warna udah tapi kanan buka quality kontrol gws dah barang rusak acc
5,mantul,positive,mantap
5,"bagus carging masuk, bassnya dapet murah tapi bagus mantaap tx seller ..",positive,bagus carging masuk bassnya murah bagus mantap tx jual
5,barangnya original 👍 suaranya jernih,positive,barang original suara jernih
5,baterai tahan lama harganya terjangkau,positive,baterai tahan harga jangkau
5,mantab.. pesanan yg ke 2..,positive,mantap pesan ke
5,"pesanan datang sesuai deskripsi, suaranya pun bagus dan ini worth it lah",positive,pesan sesuai deskripsi suara bagus ini harga
5,toko nya amanah banget,positive,toko amanah
5,murah tapi ngga murahan ..keren,positive,murah tidak murah keren
5,sesuai ekspektasi 👍,positive,sesuai ekspektasi
5,mantap .. pembelian kedua saya barang normal suara oke,positive,mantap beli saya barang normal suara oke
3,tb 5 hari. kualitas suara std.. tpi baterai tdk thn lm... cpt drop.. plg lm 30 mnt,neutral,hari kualitas suara std baterai thn lm cepat drop plg lm menit
5,"pengiriman cepat, packing baik. kualitas audio oke untuk harganya, staging kurang luas, tapi masih enak. build quality ya sesuai lah untuk harganya. baterai sangat awet,...",positive,kirim cepat packing kualitas audio oke harga staging luas masih enak quality sesuai harga baterai awet
5,barang bermasalah tp bisa kembali uang..,positive,barang masalah bisa uang
4,barang sesuai gambar paket rapi,positive,barang sesuai gambar paket rapi
5,nyaman dipakai lama,positive,nyaman pakai
4,"nyala , tp sedikit kresek kresek. dan batre cepat berkurang. smg awet",positive,nyala sedikit kresek kresek baterai cepat kurang moga awet
1,"error g bisa dengerin dua""nya harus satu",negative,salah dengerin nya satu
5,ok,positive,
5,mantap 👍👍 berfungsi dengan baik,positive,mantap fungsi baik
5,"kualitas suara bagus, bass gk pecah. murah",positive,kualitas suara bagus bass gak pecah murah
5,packing ok pengiriman ok barang sesuai pesanan berfungsi dengan baik,positive,packing kirim barang sesuai pesan fungsi baik
5,"terimakasih banyak, barang nya bagus,enak didengar dan sesuai dengan gambar, penjual ramah, mantap lah beli disini😁👍👍 headset nya cocok 👍",positive,terima kasih barang bagus enak dengar sesuai gambar jual ramah mantap beli headset cocok
4,"barang oke, gk ada masalah sesuai harga.. lumayan untuk dengerin musik",positive,barang oke gak masalah sesuai harga lumayan dengerin musik
