rating,comment,sentiment
5,"packing lumayan aman pakai buble wrap, kualitas suara mantap dan semua berfungsi normal, sudah di tes beberapa kali dan aman tanpa kendala. desain keren.. Thanks Seller.....",positive
5,aman dan cepat,positive
5,"packing nya mantep, kualitss suaranya lumayan bagus, sesuai",positive
4,lumayan lah,positive
5,berfungsi dg baik,positive
5,"Awet, ndak nyesel beli ini",positive
5,kiriman cept dan normal,positive
5,"barang sampai tepat waktu, kemasan bagus, kurir ok",positive
5,mantep sih untuk harga segitu worth it bgt,positive
5,"Alhamdulillah barang berfungsi dengan baik, masalah kualitas sesuai dengan harga. semoga awet",positive
5,"mantap, rokomendasi sekali",positive
4,berfungsi dgn baik..kasih 4 bintang dulu soalnya baru dicoba,positive
5,Kualitas bagus sesuai dengan harga 😄,positive
5,"pengiriman nya cepat , barang sesuai terimakasih seller recomended",positive
5,paking rapi dan aman pengiriman cepat barang sdh dicoba suaranya mantap,positive
5,"pengiriman cepat,barang sesuai deskrisi 👍",positive
5,"harusnya bintang 4 itu gara² tempat colokan buat charge nya ke angkat,, tapi gpp lah yg penting suaranya bagus dan jernih serta nge bass dikit",positive
5,lumayan ternyata tws nya,positive
5,👍🏻👍🏻,positive
5,packing aman. suara bagus. terima kasih,positive
5,"Ga nyangka barangnya bisa sebagus ini, sumpah awalnnya pasrah kaya barang murah dapet ampas pun gamasalah, ngilangin rasa penasaran, ini udah 10 hari gua pake dan gila aw...",positive
5,"sangat puas dengan pelayanan penjualnya,respon dan tanggap keluhan dan ada solusi,,,toko recommended barang recommended",positive
1,"earbuds sebelah kanan tidak nyala, seperti nya baterai nya drop.jadi tidak bisa pairing bluetooth nya",negative
5,terima kasih,positive
5,bagus,positive
2,earphon yg hidup cman satu satunya gk hidup..,negative
5,"barang padu, bagus harga terjangkau, suara lumayan buat harga segini. gassslahh udahhh",positive
5,Working normally on ios device,positive
1,"barang saya hilang dalam pengiriman ,sungguh mngecewakan...",negative
3,Ga sesuai ekspektasi.. Bas nya kurang..,neutral
5,"suaranya bagus, harga ok",positive
5,good lah udah nyampe moga awet,positive
5,bagus dan suara good,positive
5,cpt sampainya. barang bagus bgt.,positive
5,alhamdulillah lumayan bagus...!,positive
5,luar biasa amanah sekali barang bagus suara jernih ada barang yang tidak ada langsung diberi tahu Tokopedia refundnya juga bagis sekali,positive
5,"Barang OK cuman mic nya gadak, worth it lah harga segitu, mic di hp ku soalnya oke, Redmi Note 8 nih bos senggol dong",positive
5,"Produknya bagus, semoga awet",positive
5,"packing aman pengemasan cepat pesen hari itu dikirim hari itu juga, bales chat cepet recomended barang bagus, suara lumayan bagus",positive
4,berfungsi dgn baik 👍,positive
5,keren,positive
5,"packing rapi, kualitas bagus, suaranya mantap.",positive
5,bagus,positive
5,Barang sesuai pesanan dan kualitas bagus tidak ada kerusakan,positive
3,harga murah ga ush ngomongin kualitas suara ya... udh bunyi juga alhamdulillah... haha,neutral
5,mantap,positive
4,"ini keren banget, tapi packaginya tipis, jadi dus penyot2",positive
5,barang sesuai pesanan.. pas nyampe udah posisi on..,positive
5,"alhamdulillah barang sudah saya Terima, sesuai pesanan, trimakasih kak",positive
4,"maaf gak bisa kasih bintang 5 karna minus nya lumayan banyak tapi karna saya orang nya gak tegaan saya masih kasih b4, keluhan saya pertama 1) saya harus ambil barang sen...",positive
5,oke kok,positive
5,mantap.. excellent recommended banget,positive
4,"peking aman, cuma batre power bank ga tahan lama",positive
5,"Barang udah nyampe, Suara BAGUS",positive
5,"packing aman, rapi, semoga awet....pas mau nyalain ga bisa, ternyata daya 0",positive
5,bagus kualitas sesuai harga,positive
5,"berfunsi dengan baik, pengmasan nya kurang rapi jadi lumayan pnyok2 krdusnya. tapi nggak papa isinya aman.",positive
5,datang dengan baik bass nya sangat berasa,positive
5,"Bisa buat powerbank, nelpon juga enak ga tllu bising",positive
4,ok lah,positive
5,"barangnya ok, berfungsi dengan baik",positive
4,good product,positive
5,"Keren sih, harga murah, suara jernih, bass tajem, worth banget",positive
5,Toko nya terpercaya Tws nya nyala semua.Thanks,positive
5,Cakep sih,positive
5,barang bagus sesuai pic,positive
5,"thanks gan, produk sudah sampai, suaranya mantap",positive
5,"barangnya bagus, suaranya mamtap",positive
2,barangnya gak jelas padahal gue pesen yg ada power banknya kenapa yg dikirim s9 ya,negative
5,sesuai pesanan mantap. dg harga segitu,positive
5,"kualitas suara ok, lama² kayak gak brsa kalau tws ini hrga di bawah 100k, cuman syg, pesan nya 3 pcs yg dtg 2 pcs 🙄",positive
5,"Packing rapi, cuma ada penyok di kardus. Barangnya aman karna pakai bublewrap waktu pengiriman. Pada saat barang datang kondisi baterai 0% jadi harus di charge dulu. Un...",positive
5,terimakasih,positive
5,mantap barang bagus bgt dengan harga murah,positive
5,bagusssssssssssssssss,positive
5,Harga sesuai dengan kualitas,positive
5,nice,positive
3,"barang ter bungkus dengan rapih, dan rapat, tapi kardusnya basah, device jg lembab. device sudah di coba dan belum ada masalah. semoga awet. tolong di perhatikan lagi kua...",neutral
4,tidak sesuai warna,positive
5,"suaranya mantab, bas glerrr. sempat di kira bermasalah, karena kalau sebelah bunyi sebelah mati. di coba sambung2 ulang akhirnya 👍👍👍",positive
5,terima kasih,positive
5,Barang Ok,positive
5,mantaap,positive
4,"sudah seminggu saya pakai ini dan ini hasilnya pro : - earphone bagian kiri dan kanan terpisah kesannya, jadi kalau yang bagian kanan batere habis, yang kiri masih bisa...",positive
5,mantap bos qu. barang nya oke berpungsi dgn baik suara jernih bas oke .. josssss...,positive
4,ok,positive
2,"tidak berfungsi dengan baik headset bagian kanan. yang bisa cuma 1 doang yang kiri, padahal udah dicas sampe full:(",negative
5,mantep bang sip lahh buat barang lower middle class is good,positive
3,"lubang soundnya yang sebelah kiri kecil, jadi gede sebelah. mungkin emang lagi dapet yang bad QC",neutral
4,"Packing aman, pengiriman cepat, dan kualitas barang jg bagus sesuai dgn hargannya",positive
5,recommended seller,positive
5,no komplain,positive
4,amannnn,positive
5,sip,positive
5,Kwalitas barang sesuai di gambar Harga Terbaik.. murah tapi berkwalitas Respon cepat Rekomended Seller Bintang 5 semoga sukses selalu,positive
5,sama sperti yg lainnya.,positive
5,buat yg komen nyala sebelah aja coba deh cas dlu atau engga otak Atik lebih deh.. itu tws bisa di pake secara individu..bisa bersamaan cas aja dlu . awal datang yg kanan...,positive
4,"1 nyala nya sebelah,, beda jaringan bluetooth",positive
4,"ma'af agak kecewa karena telat pengiriman,soal yg lain aman aj",positive
5,"respon cepat, produk sesuai deskripsi",positive
5,"packny aman, barangnya aman tidak lecet ato rusak.",positive
5,"barang oke, nyaman ditelinga, suara cakep",positive
5,mantap berfungsi dengan baik..makasih ya,positive
5,barang sudah di terima Dan kualitasnya bagus terimakasih,positive
5,Sangat memuaskan 👍👍👍,positive
5,"beli yg ke 2 berfungsi dengan baik, packing aman thanks seler",positive
5,bagus rumaya sesuai harga,positive
5,Tepat waktu dan sesuai,positive
5,respond dan pengiriman cpt packing aman ... suaranya dan bass oke.. hanya tdk sesuai gambarnya warna emas yg dikirim warna item ... dan utk cable cass nya terlalu pende...,positive
5,josss,positive
4,"barang sesuai dg spek,,pengiriman cepat,,tp....compalin dikit ya,,suaranya terputus jika da penghalang misalnya tembok rumah/bangunan,jika hp tidak dipegang/dibawa jarak...",positive
5,barang sesuai harga sesuai,positive
5,"barang sesuai dgn deskripsi, berfungsi baik, fast respond seller, packing aman, mantap, terima kasih seller",positive
5,"barang ok dan berfungsi dengan baik, terimakasih",positive
5,walaupun pengiriman agak lama... tapi barang OK banget 👍,positive
5,ok sip,positive
5,berfungsi dengan baik tws nya 👍👍👍,positive
3,baterai cepat ngedrop,neutral
5,terimakasih mantab,positive
5,ok.. mantap,positive
5,"suaranya bagus, berfungsi dengan baik, packingnya aman dan rapih. respon penjual cepat, pengiriman cepat. recommended",positive
5,Barang oke cuman dus angak penyok sama pengiriman super lama.tapi seller mantab satset. sound sesuai harga gak nyangka harga segitu barang fungi normal. worth kalo cuman...,positive
5,Maaf ulasan telat tapi barang mantafff.,positive
5,sesuai dengan eskpetasi dan cepat sampai,positive
3,kotaknya udh pernh dibuka ini.. saya liat riview nya dmana.. kotaknya masih bepelastik.. tpi untungnya barang masih aman,neutral
5,mantuuulllll respons n pengiriman cepat.......thank y,positive
5,"barang datang dengan mulus aman, dan normal suara mamtep 👍👍👍👍",positive
5,trims pinzy n toped. barang kami terima baik. Gbu all...,positive
5,Bagusssss,positive
5,mantaap ...mksh gan,positive
5,packingnya aman....barang berfungsi sesuai dengan description,positive
5,lumayan lah ...,positive
5,"pengiriman cepat, fast respon & ramah, qualitas good. recomend",positive
3,bad quality sebelah kanan sudah somplak sedikit cuman tidak apa selama masih berfungsi namun mengurangi rasa keindahan,neutral
5,siiiip,positive
5,Produk bagus recommended,positive
5,packing aman pakai bubble wrap kardus lengkap kabel usb ada eartip cadangan jg tersedia unboxing pairing aman semua nice thankss,positive
4,suara cempreng...,positive
3,barang berfungsi dengan baik,neutral
5,terima kasih,positive
5,"suara mantap baterai awet, murah, tidak perlu beli yg mahal",positive
5,Worth It bnget lah harga segini,positive
4,sayang bgt gaada keterangan (L) dan (R) nya terus untuk yang kanan fitur touch nya ga jalan,positive
5,"barang sudah sampai dengan aman, packing rapi dan aman, fitur berfungsi dengan baik, terimakasih banyak",positive
5,"twsnya kerenn bngt, fitur berfungsi dengan baik",positive
5,Tq..... barang berkualitas,positive
5,"Respon penjual dan proses pengiriman cepat. Kualitas barang sesuai spec, bagus.",positive
5,mantap,positive
5,keren mantap,positive
5,ok,positive
5,Mantap Barangnya Sangat Bagus,positive
3,"Sering susah untuk tersambung, terlalu sensitif terhadap gerakan sehingga bisa tiba-tiba mati pause atau berganti lagu karena gesekan (yg saya alami terkena rambut), dan...",neutral
5,"durung di cacak,, menawe muantep baee suarane",positive
4,"Terkadang koneksi headset antara kiri dan kanan kurang baik ,jadi suara terkadang hilang ,sorry kakinya keliatan",positive
1,"Sebenernya setengah hati buat beli tws abal-abal ini, kalo aja nggak terpengaruh sama review di yt mungkin saya emg nggak akan pernah beli, tapi liat direview twsnya oke,...",negative
5,"paket mendarat dengan aman dan cepat, kualitas bagus untuk harganya yang segitu",positive
5,Aman,positive
1,tidak berfungsi dengan baik salah satu headset nya...yg bisa cuma 1 sj...parah banget neh...yg nyala cuma 1 ..ini sudah di cas...,negative
5,"bass terasa banget, barang mendarat dengan aman, dus aman baterai awet banget, semoga awet",positive
4,"sesuai dgn iklan.. berfungsi dgn baik.. blm dipakai utk penggunaan sehari-hari, hanya dicoba connect utk tlp saja.. oiya, pd saat tiba kardusnya penyok, tp twsnya aman.....",positive
5,mantap keren,positive
4,memuaskan hehe,positive
5,sesuai pesanan,positive
5,"awalnya panik kar3na ga nyala sebelah, tapi setelah d cas bisa",positive
5,Mantul bet gan,positive
4,"headset nya cukup bagus, batrenya awet tapi yang kiri lebih cepet abis 20 menit lebih dulu dibanding yang kanan",positive
5,mantap lah,positive
5,"barang dah sampe n sesuai pesanan. dcash ok, cm blm dcoba ja. smg sesuai. suksee buat smua ny n smg slalu amanah",positive
5,"mantap, semoga awet👍👍",positive
5,"Barang sesuai pesanan, pengiriman cepat dan seller responsif",positive
5,good lah semoga awet,positive
5,"packingnya rapih, barangnya bagus dan berfungsi semua....",positive
5,"good choise, mantap",positive
5,"Kualitas setara dengan harga. Murah meriah, tidak takut hilang kalau dipakai naik sepeda. Packing rapi, respon cepat",positive
5,sangat memuaskan mksih,positive
5,berfungsi dengan baik,positive
5,👍👍👍👍,positive
5,kwalitas top walau harga murah,positive
5,"keren juga.... yang kiri lagi dipake, yang kanan lagi di charger, jadi bisa ganti - gantian gtuh👍Proses konfirmasi pesanan cepat, Packing rapi, Pengiriman cepat, oke lah...",positive
5,"Akhirnya sampai juga, suaranya pas tidak ada masalah bass mantap no delay nice lah 👍",positive
5,"packing aman dan rapi berfungsi dg baik kualitas sesuai hrg lah, untuk harga segini udah bagus banget kanan kirinya jg berfungsi dg baik",positive
1,BARANGNYA CEPAT RUSAK,negative
5,"mantab, ga boong, yg penasaran beli aja, ga akan rugi",positive
5,murmer jossss,positive
4,"lumayanlah, sesuai harga",positive
5,"mantap Kren, suara josss banget, basss nya OK",positive
5,mantap sesuai ap yg ad diiklankan,positive
2,bagian kiri sama sekali tidak ada suara sama sekali,negative
5,barangnya rekomended..ok banget,positive
4,"kualitas sesuai harga . tapi kapok pake pengiriman s*cepat, barang tiba 4 hari setelah estimasi tiba. itu pun harus chat CS nya dulu",positive
3,Cuma 1 yang berfungsi,neutral
2,kanan kiri g bisa langsung nyambung harus hapus penyandingan dikonekin lagi baru bisa nyambung,negative
3,kurang kenceng,neutral
4,headsetnya yang hidup hanya 1,positive
5,"Barang sudah sampai ya gan, sesuai dengan permintaan , Thank you gan, Sukses selalu",positive
5,paking kuat dan rapi produk sangat bagus dan baik pengiriman sangat bagus dan cepat sampai terimakasih,positive
5,bagus,positive
5,"mantap, toko langganan yang tidak pernah mengecewakan 👍👍👍👍",positive
4,barang bagus dan murah,positive
5,"pengiriman cepat, barang berfungsi dgn baik.",positive
1,ga kebaca di hp maupun laptop manapun,negative
4,Terima kasih berfungsi dengan baik,positive
5,********,positive
5,mantab semuanya,positive
5,"Barang bagus dengan harga segitu,,,pengiriman cepat",positive
5,Bagus Murah,positive
5,sesuai,positive
4,Mayan harga segini. bass nya juga kedengeran mntp lah,positive
5,"mendarat dg aman,barang sesuai pesa.kwalitas sesuai harga",positive
5,barang sampai dgn aman,positive
5,"kualitasnya diatas harga sih, udah dipake 2 hari ini nggakda masalah, moga barangnya bisa lama diapakai. kasih bintang 5 deh",positive
5,"paketnya sampai dengan aman,kualitas worth it sesuai harga,cepat kurirnya juga ramah,terimakasih",positive
5,ngechas berfungsi dgn baik,positive
5,"cuma baru pertama disambungin patah2 suaranya tp lama-lama stabil,overal yg lain okee saran yg udh beli tambahin aplikasi booster volume",positive
5,"Overall ok, kualitas sesuai harga, produk berjalan dengan baik, salah satu TWS rekomendasi di budget 50ribuan tp kualitas ok. Rekomen banget.",positive
5,wlau pengriman agak lma dn packing kurng rapi jdi dusnya penyok2 tpi ga msalah yg pnting sesuai pesanan dn berfungsi dngn baik suaranya sngt memuaskan😁trima ksih🙏🏻,positive
5,"barang sampai tujuan, packing rapih & barang berfungsi dengan baik",positive
5,Mantap harga murah,positive
4,berfungsi sesuai harga...,positive
5,"material lumayan bagus,,,kualitas suara treble bass cukup bagus,,not bad utk harga segini",positive
5,ok..barang dah saya trima dengan aman..mantaaaaaapppp....mksh👍🙏,positive
5,kualitasnya bagus banget,positive
5,"Berfungsi normal, docking charger nya lumayan gede, semoga awet tahan lama earphonenya",positive
4,Kualitas lumayan dengan harga segitu. Suara juga bagus..,positive
5,produk sesuai pic. bisa digunakan dgn baik. oke.. smg awet. Dkin sukses tokonya. terimakasih,positive
5,Barangnya oke dan berfungsi dengan baik,positive
5,Nice,positive
5,"Sudah sampai tepat waktu, packing aman, sudah dicoba charge 100% dipakai aman.. semoga awet.. Terima kasih seller & toped.. :)",positive
5,Terima kasih barang sudah di terima dengan baik,positive
5,"sellernya aga slow respon, tapi barang bagus Alhamdulillah",positive
5,packing aman rapih cepat berfungsi,positive
5,kualitas ok sesuai postingan. pengiriman cepat,positive
5,"berfungsi dengan baik, bahan berkualitas, seler cepat tanggap...",positive
5,fungsi semua normal. kualitas sesuai harga,positive
5,bagus saya suka 👍👍👍👍👍,positive
5,"pesanan sesuai aplikasi, suara lumayan bagus, pakingnya jg bagus👍",positive
5,keren pokoknya makasih gan,positive
5,iya bagus boss nyampe aman pengiriman cepat thnks bosku,positive
5,makasih gan,positive
4,bagus,positive
2,"untuk charger nya agak susah ya karena harus pakai kabel dia sendiri ketika rusak,bingung nge-charge nya gimana deskripsi nya kurang",negative
5,mantapppppppp...........,positive
4,kualitas lumayan bagus sesuai harga.,positive
5,barang ok performa jg ok aman pokoknya terimakasih,positive
5,mantap dengan harga segitu saya puas,positive
5,keren,positive
5,moga awet lama,positive
5,good,positive
1,"kadang suka putus"" suaranya suka kurang jelas juga. yah..",negative
5,Alhamdulillah paket sudah sampai.. so far fisik bagus.. kualitas sesuai harga..recomended..,positive
3,TWS yg sebelah kiri ga bunyi.,neutral
5,bagus banget,positive
5,"barang bagus, fungsi normal, emm hampir gada minusnya sih",positive
5,please fix the delivery time.,positive
5,lumayan murah kwaalitas juga ok,positive
5,"barang nya bagus ,berfungsi dengan baik?terima kasih?amanah dan terpercaya👍",positive
5,terima kasih,positive
5,Sip,positive
5,"sesuai harga, tpi buat nelp suara nya kecil bgt",positive
5,mantap,positive
5,barang bagus,positive
5,"packing mantap, aman pokonya",positive
5,suara pas,positive
5,bagus Barangnya Packing nya bagus,positive
5,berfungsi baik ..,positive
5,"packing rapi, seller respon cepat, barang belum di coba semoga tidak ada kendala apapun",positive
5,barangnya sesuai dan ngebass banget pokonya rekomdet deh buat kalian jngan ragu² ya beli di toko ini,positive
4,packing penyok . kualitas aman . suara aman barang bagus,positive
3,"packing tanpa buble warp semua, headset indikator charging nya gak nyala. trus kadang kadang suara berubah ubah sendiri kadang mono kadang stereo kadang delay kiri dan ka...",neutral
4,"pengiriman cepat, dan suara sesuai harga..",positive
5,di trima dg baik,positive
5,bagus coy awet battery nya,positive
5,"Paket sampe dengan aman, isinya juga sesuai dengan pesanan. suaranya gatau bagus atau engga tapi kalo beli ini dijamin ganteng deh",positive
5,Sesuai dengan harga.,positive
4,mantap,positive
1,"Hanya berfungsi bagian kanan, pas bagian kiri di buka ternyata dalamnya putus + batrainya cepat Habis",negative
4,Packing aman & rapi barang yang dateng sesuai,positive
5,"terimakasih, paketnya sdh sampai, respon penjual cepat, packing aman, alat berfungsi dg baik suaranyapun bagus dan jernih",positive
5,Keren banget pokoknya harus cobain sendiri 😀,positive
5,mantap,positive
5,"Suara nya lantang bagus banget, seller nya ramah, fast respon dan original si menurutku. Terima kasih banyak ya, Ka :)",positive
5,baguuuussss,positive
5,"produk original, berkualitas, packing rapi dan aman, pengiriman cepat, recommended seller..",positive
5,"untuk harga 60rb Best lah ini ada powerbank nya juga, terusterang beli ini krn review nya david gadgetin 😌 utk telponan / zoom sik oke lah, quick process dr seller pinzy...",positive
5,barangnya bagus dan bisa nyala semua. recommended deh pokoknya,positive
5,"Produk original, cuma tahan 2 jam lebih dk sampai 3-4 jam seperti klaimnya, harga bersahabat, seller ramah, pengiriman standar, thanks seller dan tokopedia, tingkatkan te...",positive
5,"suara jernih, bagus.",positive
5,mantuulll,positive
5,Ok,positive
5,"Mantap, barang cepat sampai.",positive
5,pokoknya semua serba excellent baik barang ataupun pelayanan seller👍👍👍,positive
5,bagus,positive
5,mantapp,positive
5,terima kasih barang selamat sampai tujuan,positive
5,"Barang sampai dengan aman. TWS berkerja dengan baik. Untuk suara bass pada tws terasa kurang enak didengar, tapi cocok untuk harganya yang murah.",positive
5,"brg diterima sesuai pesanan. Stlh di pakai daya tahan baterai kedua bt hny sekitar 2 jam perlu di isi ulang. Tdk ada keterangan utk bt kiri dan kanan,jd busa dipakai semb...",positive
1,Barang bekas pakai.,negative
5,"Pelayanan ramah, delivery cepat, barang ditest ok,,, terimakasih..",positive
5,"Murah, pengiriman cepat, suara oke",positive
5,"pembelian yg kedua,,",positive
5,bagus banget harga segini yg lain mana bisa murah bagus begini,positive
4,"suara lumayan oke untuk harga sekian, tp baterai cepat habisnya",positive
3,"saya pilih F-5 jujur ini headset suaranya agak sumbang + bassnya sumbang,dan ga isi tanda R & L yg paling bagus itu F-5i suaranya bass pas banget",neutral
5,"terima kasih, barang cepat sampai dan baik kualitasnya sesuai dg harga",positive
5,semoga awet,positive
1,kok pas udah nyambung bluetooth suaranya malah dari hp bukan dari twsnya?,negative
5,buat nyenengin anak2,positive
5,"bagus, berfungsi baik overall baguslah.. 👍🏾👍🏾",positive
5,barangnya bagus tidak mengecewakan..mantap,positive
5,barang nya top maaf gan baru bisa kasih bintang,positive
1,"kwalitas barang jelek, tidak sesuai dgn yg di pesan",negative
4,blm dicoba sdg dicharging,positive
5,"barang oke,pengiriman cepat ,packing rapi",positive
5,sudah sampai oke,positive
5,Terima kasih,positive
4,"alhamdulillah sudah sampe dengan selamat, tapi belum tau gimana hasilnya, soalnya belum di pake",positive
5,"mantap, suara sangat bagus",positive
4,"batang sesuai deskripsi, bagus,",positive
5,lumayan bagus tapi entah kenapa yang bagian kanan cepat habis selisih sama yang kiri itu 4 menit baru yang kiri habis,positive
2,"Tampilan bagus dan charger bekerja. Tapi suaranya kemeresek, gak jelas, terutama ketika dayanya berkurang. Baterai juga gak tahan lama. Maaf gak bisa kasih rating bagus",negative
5,"brg berfungsi normal ,pengiriman cepat",positive
5,"bagus, iyu aja, suara lumayan bagus lah pake banget",positive
5,bagus awet.ga nyesel beli di sini,positive
5,"Alhamdulillah barang sesuai dengan pesanan, berfungsi dengan baik juga, dan tahan lama baterai headset nya",positive
4,"kualitas fisik sesuai harga, kdg sering disconnect sendiri, suara notif keras bingung caranya nurunin volume notifnya, krn buku petunjuk tidak lengkap... kualitas suara l...",positive
5,mantaf lh,positive
1,barang rusak,negative
5,"keren, adang berfungsi dengan baik. nyaman dipakai",positive
5,"barangnya kecil mudah di bawa"", mudah untuk di gunakan serta penjualnya super ramah",positive
5,"alhamdulillah barang bagus pengalaman pertama belanja di toko ini,,, dan tumben beli headset bluetooth butuh belajar sediki baru bisa konek,, terimakasih",positive
5,fast delivery.. kualitas terbaik..,positive
5,"pengiriman cepat, suara oke bass terasa. koneksi bluetooth bagus, bisa buat charge hp juga. recommend. terima kasih seller, toko pedia dan kurir",positive
3,Displaynya Ketinggalan kali ya apa displaynya dijual terpisah,neutral
5,terimakasih 🙏 barang udah sampe sesuai sama yg di Poto top bgt buat kulirnya ramah,positive
5,Alhamdulillah barang udah sampai dan berfungsi sebagai mana mestinya terima kasih seller,positive
5,semoga sesuai dgn harapan dan harga,positive
5,bagus sesuai gambar suara mantap,positive
3,suara kurang greget,neutral
5,mantap,positive
5,power Bank nya gak mendukung,positive
5,pembelian yg ke sekian mantap n puas murah tapi bukan murahan topp👍,positive
5,barang datang dengan selamat.,positive
4,mantap lah untuk sesuai ukuran harganya,positive
5,barang sesuai pesanan dan fitur berfungsi dengan baik,positive
2,1.Respon yg lambat dr penjual 2.Kurir juga yg terlalu lama 3.Pesanan smpe terlalu lama dr batas waktu pesanan,negative
5,"sudah dicoba berfungsi dengan baik... sayangnya udah beli buble warp lagi tapi bungkus alakadarnya, kirain bakalan tebal 😑",positive
5,pas pertama kali coba tadi suara sebelah kanan kok gak pair sama yang seblah kiri alhasil yang sebelah kanan gak ada suara saya coba masukin dulu bluetooth nya ke tempat...,positive
2,suara sering delay... gak dijelaskan kirain powebank buat HP ternyata tidak bisa,negative
5,klu barang sih oke tpi tolong diperbaiki dibagian pengiriman sbb agak lambat,positive
3,Pengiriman tidak tepat waktu alias lama.,neutral
4,suara headset nya bagus. cuma kurang nyaman karena bentuk nya aga lebih gede jadi kalo pake lama lumayan sakit,positive
4,Bagus sih tpi ga bisa nyala gitu padahal udh dicas,positive
5,barangnya bagus,positive
5,"Packing aman, berfungsi dengan baik 👍",positive
5,"paraaah...ini mah josss...ga sampe 100rb barangnya baguss cooy...suara nyamaan, cas cepet. worth it 👍",positive
5,"barangnya cukup bagus klu dengan harga sekian, namanya buat anak2, cukup lah. Pengirimnya juga cepat dan seller cepat responsif. cuma kardusnya banyak yg rusak, tp ga ma...",positive
5,"barang bagus, packingnya rapih tapi masalahnya bosnya penyok tapi tidak masalah, barang sampai tujuan 👍",positive
5,barang bagus sesuai pesanan,positive
4,mau buat kado tp kotaknya pleot pleot... padahal packing udah bubble,positive
5,Bagus sesuai pesanan suara bass nya nendang,positive
4,"baterenya asli irit bgt, tp sayang koneksi cukup sering terputus2 klo lg di t4 ramai seperti stasiun, atau klo hape lg di masukin ke saku celana.",positive
5,"earbudsnya kegedean dikuping saya, agak resiko kalo buat lari. buat santai aman, sound nya enak. RECOMMENDED. tutupnya kurang meyakinkan sih😅",positive
5,"barang cukup memuaskan, nyaman di pakenya, mantap suaranya, praktis, seller recommended, packing rapih, pengiriman cepat",positive
3,mksh,neutral
1,ini saller gimana sih...di cek ga pada saat pengiriman barangnya masa charger case error saya baru charger penuh pada saat mau di gunakan langsung kosong dan tidak mau me...,negative
5,"Pengirimannya cepet, Headsetnya bekerja dengan baik dan udh dapet eartipnya juga (Besar,Medium,Kecil) jadi bisa diatu atur juga. Dipake bareng helm juga gak gampang copot...",positive
5,"Barangnya bagus, baterai tahan lama, cepat di cas. Terimakasih tokopedia",positive
3,"paket nyampe smpe tujuan,bagus,cuman delay pas dimain game",neutral
5,👍,positive
5,"packing aman, pengiriman cepat, sudah dicoba dan berfungsi",positive
5,bagus,positive
5,"barang berfungsi baik, suara oke jernih, nyaman dipake, moga awet",positive
4,"paket udah nyampe,tapi pengiriman nya lama,,barang sesuai deskripsi,tks seller",positive
5,"mf min baru kasih ulasan baru ingat klu ad pesnan ,,,ibu kost sama kurir nya g ad menghubungi ,paking rapi pengiriman cepat recomended lah buat nieh toko ,,,ni aj baru ny...",positive
5,Respon seller tetap the best n buat kurirnya ok banget walau hujan tetap mengantar paket. Bravo....👍👍👍👍👍,positive
5,Packing aman. Pengiriman cepat. Seller responsif. Suara oke. Kenyamanan ear tipsnya oke. Kualitas cukup baik. Koneksi aman. Material plastik. Cukup baik. Rekomendasi. Tha...,positive
5,coba dengar deathcore oke bass nya,positive
5,pelayanan ok barangnya bassnya kurang alias cempreng,positive
1,cpt rusak baru di pake 2x udah gk bisa di casi,negative
5,Peking baik..... kwalitas suara oke... mantul,positive
5,"alhamdulillaah paket sdh sampe, aman dan bisa berfungsi dgn baik .. amanah selalu y kak .. ABG kurir ny juga baik",positive
5,👍🏼,positive
5,"udh diterima, kirim cepat dan kualitasnya oke",positive
4,ok,positive
5,"Berfungsi dengan baik sesuai ekspektasi, semoga awet.",positive
5,suaranya bagus tapi kalo di Sentuh sensornya ke google asisten terus,positive
5,sumpah sih ini tws paling worth menurut saya,positive
5,barang aman lumayan lah Buat dengerin music atau main game,positive
4,"barang sesuai gambar, kualitas sesuai harga",positive
5,"barang sampai kondisi aman packing rapih, barang berkualitas suara yg di hasilkan tdk mengecewakan pokoknya tdk menyesal beli barang ini.",positive
5,"barang nya bagus bangeeeet, lebih dari ekspektasi. real pict, cepet nyampe, suara jelas, desain kece, murah pula. favorit sih ini harusnya",positive
5,mantep brgnyaa cepet responya thanks,positive
5,sesuai pesanan dan berfungsi,positive
5,"Tws berfungsi baik, semua fitur sesuai deskripsi, harga bersahabat, recommended",positive
5,"Paket sampai dengan aman, tanpa kendala.",positive
5,"barang bagus, cuma pengiriman nya aja lama",positive
5,"barang mantap, sampenya cepet, berfungsi dgn baik.. keren",positive
5,"barangnya bagus, suaranya oke",positive
4,kadang putus2 suaranya,positive
5,brg smpai dgn slmt 👍👍,positive
5,keren bass ok,positive
5,"Produk sudah sampai, berfungsi dengan baik, desain nyaman digunakan. Tks yaa",positive
4,suara ok kualitas ok satu saja paking barang hmmm kerdus rusak penyok tp soo far barang gak apa apa,positive
5,trims..packing rapi aman..cepat sampe..,positive
5,"barang cukup bagus, paket dikirim tepat waktu",positive
5,ok... barang bagus ..... tq ya,positive
5,Alhamdulillah berfungsi dg baik...terimakasih seller,positive
5,terima kasih,positive
5,"produk sesuai, dan berfungsi normal, walaupun sempat was2 krn salah satu boxnya penyok, seller fast respons, pengiriman cepat.",positive
4,"Packing tidak dibungkus dus lagi, hanya dibungkus plastik dan buble wrap. Utk hadiah, semoga berfungsi baik dan nerima suka suka. Terimakasih seller 🙏😊",positive
5,joss tenan...,positive
